RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31
394849,41,"Memphis, TN",Msa,TN,187575.0,182804.0,181246.0,184140.0,187321.0,194924.0,200013.0,205611.0,207234.0,208792.0,208919.0,206057.0,202904.0,200710.0,203541.0,208315.0,215949.0,221070.0,224251.0,224108.0,223790.0,223758.0,223901.0,224219.0,222661.0,222629.0,225778.0,230549.0,236211.0,241651.0,248012.0,251923.0,248106.0,244925.0,243305.0,243273.0,242127.0,238957.0,239467.0,242000.0,248833.0
394935,42,"Oklahoma City, OK",Msa,OK,236072.0,238227.0,243031.0,248216.0,252714.0,253713.0,253713.0,250963.0,248935.0,247210.0,247213.0,247180.0,249558.0,254365.0,262949.0,271491.0,278015.0,279422.0,277439.0,272941.0,269817.0,267757.0,267791.0,267791.0,269508.0,273628.0,279122.0,282672.0,287136.0,294038.0,299724.0,301269.0,297554.0,295013.0,292447.0,290634.0,289580.0,292728.0,299953.0,311433.0,318121.0
394807,43,"Louisville-Jefferson County, KY",Msa,KY,232000.0,240300.0,253933.0,266567.0,274600.0,276600.0,274800.0,271467.0,267833.0,265700.0,261833.0,256833.0,254100.0,257267.0,266900.0,278567.0,287600.0,291267.0,289633.0,284633.0,277967.0,269600.0,259933.0,252267.0,248800.0,253433.0,264681.0,278148.0,290148.0,296567.0,299600.0,297265.0,288932.0,279232.0,268233.0,263233.0,259933.0,264933.0,273267.0,283217.0,289917.0
394669,44,"Hartford, CT",Msa,CT,267833.0,272167.0,280467.0,286267.0,289900.0,289933.0,289933.0,289633.0,287933.0,286267.0,283233.0,281567.0,279900.0,281900.0,285267.0,291933.0,296617.0,302950.0,302950.0,302633.0,298933.0,297167.0,294133.0,291333.0,289133.0,289166.0,294333.0,301633.0,311632.0,319932.0,329932.0,336567.0,336567.0,333233.0,328267.0,325300.0,325333.0,330300.0,339933.0,348233.0,351567.0
395022,45,"Richmond, VA",Msa,VA,297908.0,298798.0,306422.0,318112.0,325832.0,329235.0,329545.0,327324.0,322546.0,315706.0,311052.0,309299.0,309265.0,311001.0,319628.0,331676.0,343672.0,348484.0,349188.0,344720.0,338275.0,330713.0,326589.0,326468.0,329218.0,334374.0,341266.0,350202.0,359957.0,370114.0,377315.0,381327.0,380175.0,379678.0,380308.0,383703.0,387037.0,391123.0,394873.0,396526.0,393483.0
394910,46,"New Orleans, LA",Msa,LA,246000.0,242910.0,243543.0,249877.0,257600.0,262633.0,264133.0,262800.0,260467.0,257600.0,254300.0,251633.0,250000.0,252192.0,256858.0,263492.0,269600.0,272733.0,272733.0,270767.0,269300.0,268667.0,268000.0,266533.0,263867.0,262867.0,264667.0,269667.0,276467.0,282800.0,289100.0,294267.0,297600.0,299467.0,299467.0,299767.0,298933.0,298633.0,300333.0,309633.0,319633.0
394425,47,"Buffalo, NY",Msa,NY,169751.0,171400.0,177997.0,186275.0,192871.0,196169.0,197785.0,196993.0,195377.0,192079.0,187924.0,182944.0,179679.0,180699.0,184030.0,190593.0,196828.0,202732.0,206063.0,203754.0,200819.0,196861.0,193267.0,190265.0,187594.0,187891.0,191189.0,197488.0,207382.0,217276.0,223873.0,223873.0,220575.0,218125.0,215230.0,212336.0,209259.0,219296.0,232967.0,249600.0,256567.0
395012,48,"Raleigh, NC",Msa,NC,357933.0,359633.0,366633.0,376633.0,383299.0,383299.0,381299.0,377933.0,374300.0,367633.0,362000.0,357333.0,355667.0,356333.0,363000.0,373333.0,383300.0,386633.0,383600.0,378600.0,375233.0,373233.0,369026.0,364026.0,360692.0,363233.0,369600.0,373589.0,379289.0,384623.0,393967.0,399933.0,403697.0,402587.0,398287.0,395413.0,395220.0,399187.0,404597.0,412267.0,418600.0
394388,49,"Birmingham, AL",Msa,AL,207050.0,207750.0,215383.0,226967.0,236267.0,239600.0,239900.0,239900.0,238267.0,234633.0,231000.0,229300.0,229600.0,233233.0,239900.0,249900.0,258600.0,265267.0,270307.0,271640.0,272362.0,272123.0,272090.0,269735.0,266600.0,265933.0,267567.0,269233.0,273233.0,278167.0,282200.0,282067.0,277167.0,274683.0,273150.0,276150.0,277633.0,280050.0,281148.0,286648.0,292265.0
395053,50,"Salt Lake City, UT",Msa,UT,416922.0,422205.0,429676.0,435706.0,442857.0,446734.0,448175.0,446041.0,441060.0,433732.0,428431.0,425976.0,426110.0,429668.0,437103.0,449598.0,460591.0,467563.0,465785.0,460484.0,455290.0,453511.0,454045.0,457638.0,464204.0,476086.0,484944.0,483715.0,480157.0,482160.0,492832.0,498204.0,497980.0,495525.0,500488.0,512246.0,"","","","",""
395031,51,"Rochester, NY",Msa,NY,186861.0,194121.0,204502.0,216807.0,225881.0,230019.0,226426.0,219202.0,211942.0,206861.0,201416.0,201416.0,206825.0,219525.0,232266.0,245442.0,252669.0,255391.0,253104.0,247660.0,238731.0,227841.0,220219.0,213721.0,213758.0,223195.0,239634.0,257747.0,266821.0,272125.0,272850.0,272487.0,265228.0,257242.0,250346.0,257605.0,265823.0,279008.0,284633.0,286267.0,279633.0
394640,52,"Grand Rapids, MI",Msa,MI,261717.0,270217.0,281917.0,291833.0,298300.0,299967.0,298300.0,293500.0,288467.0,285433.0,286900.0,288567.0,289900.0,292933.0,299543.0,308210.0,313510.0,313567.0,310900.0,305900.0,302167.0,296167.0,292833.0,289900.0,292933.0,297933.0,306300.0,313267.0,318267.0,319933.0,321600.0,321633.0,321600.0,318267.0,318233.0,319567.0,324153.0,332486.0,341153.0,348267.0,354933.0
395167,53,"Tucson, AZ",Msa,AZ,260933.0,264300.0,269333.0,275000.0,280000.0,281333.0,281300.0,280467.0,282467.0,282497.0,281497.0,279663.0,279667.0,282333.0,288167.0,294500.0,298633.0,297967.0,296150.0,293350.0,293183.0,293333.0,293833.0,292300.0,292633.0,294933.0,298300.0,298933.0,300508.0,308842.0,319842.0,329967.0,328300.0,323400.0,320066.0,321761.0,327725.0,336058.0,351030.0,367150.0,378817.0
753924,54,"Urban Honolulu, HI",Msa,HI,663353.0,661687.0,654650.0,648317.0,651317.0,658180.0,663180.0,668513.0,671167.0,669167.0,664167.0,659667.0,666333.0,668667.0,673167.0,669833.0,670500.0,669333.0,669000.0,667300.0,660633.0,654633.0,649667.0,649333.0,645333.0,640667.0,632667.0,623333.0,611333.0,606333.0,609000.0,609333.0,601000.0,591667.0,591333.0,599667.0,"","","","",""
395169,55,"Tulsa, OK",Msa,OK,192546.0,193828.0,197924.0,203239.0,206366.0,206991.0,206366.0,206335.0,206022.0,205991.0,205991.0,206147.0,206178.0,208992.0,215090.0,222906.0,229504.0,232631.0,234163.0,233381.0,234109.0,235672.0,238017.0,239134.0,237571.0,237540.0,240698.0,246951.0,254799.0,264148.0,272278.0,276968.0,276999.0,277779.0,277873.0,277300.0,276242.0,276909.0,290409.0,303167.0,313069.0
394619,56,"Fresno, CA",Msa,CA,335533.0,333496.0,333496.0,336224.0,340021.0,343439.0,343474.0,341747.0,338295.0,336488.0,334589.0,331171.0,326764.0,325211.0,327282.0,335222.0,346270.0,356972.0,365258.0,366259.0,365223.0,360217.0,355881.0,352774.0,352429.0,355073.0,360252.0,362492.0,368358.0,375263.0,385623.0,391841.0,393532.0,392597.0,392597.0,390905.0,390618.0,389396.0,392510.0,402543.0,415910.0
395238,57,"Worcester, MA",Msa,MA,278248.0,281428.0,287760.0,297268.0,308239.0,314631.0,317525.0,315776.0,314154.0,309670.0,306490.0,303024.0,301434.0,303342.0,311578.0,324298.0,335397.0,343378.0,344627.0,341447.0,336358.0,332916.0,331358.0,330054.0,329386.0,330976.0,340516.0,351328.0,363413.0,371394.0,377786.0,381443.0,381284.0,382417.0,385342.0,391600.0,"","","","",""
394415,58,"Stamford, CT",Msa,CT,683394.0,719306.0,762294.0,787183.0,793192.0,790739.0,776872.0,760196.0,745973.0,745618.0,742062.0,738684.0,735129.0,739004.0,751627.0,765849.0,772996.0,763751.0,746293.0,721404.0,704336.0,699038.0,704372.0,708959.0,712337.0,723004.0,735484.0,742773.0,752373.0,770152.0,789352.0,795397.0,785085.0,774418.0,760196.0,753085.0,747101.0,778528.0,807967.0,824633.0,814633.0
394312,59,"Albuquerque, NM",Msa,NM,239193.0,240825.0,245591.0,252119.0,258354.0,261455.0,259790.0,255220.0,249671.0,248039.0,248039.0,249508.0,249541.0,252772.0,257831.0,264360.0,268309.0,271410.0,272912.0,273728.0,273564.0,273662.0,273346.0,272040.0,273542.0,280220.0,288364.0,293423.0,300281.0,313354.0,328042.0,336216.0,336864.0,337060.0,335538.0,336209.0,336734.0,338965.0,346333.0,353000.0,362967.0
394308,60,"Albany, NY",Msa,NY,238737.0,242408.0,246443.0,247897.0,249533.0,251713.0,256003.0,259419.0,259419.0,258765.0,258983.0,258983.0,257893.0,258038.0,261491.0,266580.0,270215.0,272214.0,274358.0,273873.0,270202.0,266567.0,265271.0,265308.0,263490.0,264217.0,267852.0,275122.0,283119.0,295732.0,306636.0,312452.0,"","","",293245.0,"","","","",""
394938,61,"Omaha, NE",Msa,NE,278620.0,286498.0,294908.0,305058.0,310352.0,310386.0,307009.0,303631.0,301082.0,294816.0,288365.0,285848.0,288719.0,297163.0,310673.0,323508.0,330264.0,327279.0,323316.0,318261.0,312125.0,302410.0,294123.0,291378.0,293945.0,302972.0,312135.0,318890.0,323137.0,327511.0,331868.0,331969.0,327561.0,324416.0,320833.0,320907.0,320884.0,327694.0,335577.0,342318.0,342652.0
394908,62,"New Haven, CT",Msa,CT,284322.0,290987.0,301142.0,313006.0,321381.0,326963.0,327277.0,322741.0,317472.0,313668.0,310178.0,304978.0,301105.0,302817.0,309759.0,319215.0,324310.0,324347.0,319077.0,314016.0,308747.0,305257.0,303165.0,301456.0,299711.0,299711.0,304910.0,310144.0,320962.0,330593.0,344551.0,348040.0,347168.0,340189.0,334955.0,326196.0,319534.0,316282.0,321600.0,334116.0,347417.0
394357,63,"Bakersfield, CA",Msa,CA,248963.0,251881.0,257301.0,263393.0,266888.0,268171.0,267690.0,264483.0,259673.0,254863.0,251368.0,248482.0,246847.0,245564.0,248162.0,254716.0,261129.0,264657.0,265830.0,264868.0,262941.0,258420.0,256143.0,254831.0,256146.0,257782.0,262303.0,264227.0,265830.0,266087.0,269293.0,276989.0,285038.0,293022.0,294626.0,289848.0,283774.0,281292.0,286633.0,293333.0,303333.0
394753,64,"Knoxville, TN",Msa,TN,264600.0,263567.0,267233.0,277233.0,286900.0,291933.0,290267.0,283600.0,276600.0,271300.0,266333.0,266000.0,263000.0,263967.0,266933.0,276767.0,288467.0,295800.0,299267.0,299900.0,298233.0,293267.0,284967.0,278333.0,275000.0,277333.0,285633.0,293933.0,303233.0,313267.0,328300.0,340000.0,339967.0,330267.0,315233.0,305233.0,299900.0,303233.0,312600.0,335933.0,355933.0
394653,65,"Greenville, SC",Msa,SC,255338.0,257011.0,261352.0,267360.0,271361.0,274299.0,274582.0,274267.0,269505.0,264787.0,260352.0,257867.0,256326.0,257458.0,262805.0,270669.0,277275.0,278187.0,274821.0,268656.0,265385.0,264001.0,263969.0,262554.0,261013.0,263906.0,268310.0,271456.0,274286.0,279319.0,284038.0,285925.0,284667.0,285302.0,283013.0,280000.0,275930.0,275097.0,280097.0,292926.0,304493.0
394952,66,"Ventura, CA",Msa,CA,779650.0,780983.0,777650.0,785667.0,779319.0,772619.0,756286.0,747933.0,728267.0,711567.0,696267.0,689600.0,687800.0,691133.0,700833.0,712333.0,725667.0,739300.0,749633.0,761633.0,774667.0,784633.0,784617.0,781283.0,782983.0,796333.0,813333.0,809966.0,804633.0,807967.0,832667.0,856317.0,867983.0,871567.0,864750.0,864750.0,"","","","",""
394318,67,"Allentown, PA",Msa,PA,222933.0,222933.0,225967.0,232300.0,237300.0,240267.0,242567.0,241567.0,237266.0,232266.0,228300.0,226600.0,224633.0,226267.0,231267.0,238267.0,244633.0,248000.0,251300.0,251600.0,250233.0,246900.0,243600.0,241600.0,239967.0,243300.0,253300.0,261600.0,268233.0,269933.0,277967.0,284333.0,289000.0,290967.0,291267.0,293267.0,294967.0,308300.0,318967.0,327297.0,327297.0
394561,68,"El Paso, TX",Msa,TX,182928.0,183127.0,183319.0,184024.0,184548.0,186356.0,188508.0,190876.0,191418.0,191635.0,191798.0,193244.0,196137.0,199210.0,201904.0,203875.0,205881.0,207508.0,207508.0,206749.0,206044.0,206062.0,207526.0,207508.0,207508.0,206062.0,206062.0,205682.0,206588.0,208414.0,212021.0,214713.0,216503.0,217214.0,"","","",231473.0,233283.0,236283.0,242283.0
394367,69,"Baton Rouge, LA",Msa,LA,230800.0,231600.0,234600.0,239600.0,244600.0,248266.0,248600.0,246800.0,244967.0,243000.0,241500.0,239966.0,239967.0,241300.0,243633.0,247993.0,252993.0,255693.0,254667.0,250967.0,247467.0,245133.0,243133.0,241633.0,240600.0,241600.0,244900.0,247933.0,249655.0,252988.0,257622.0,263600.0,267600.0,270933.0,271567.0,270900.0,269600.0,271267.0,276297.0,284963.0,293297.0
394521,70,"Dayton, OH",Msa,OH,136362.0,134235.0,138134.0,143414.0,148765.0,153726.0,159041.0,161132.0,159360.0,155817.0,153336.0,151564.0,151510.0,152219.0,157534.0,162904.0,171409.0,178496.0,187356.0,191254.0,189482.0,183139.0,178567.0,175764.0,174347.0,177146.0,188844.0,201211.0,212551.0,217831.0,218540.0,215599.0,212055.0,212883.0,212472.0,210963.0,209263.0,215297.0,219300.0,224997.0,229797.0
394843,71,"McAllen, TX",Msa,TX,192167.0,190467.0,190433.0,191567.0,193100.0,194800.0,194833.0,195167.0,196167.0,195167.0,193333.0,190633.0,189967.0,192633.0,195833.0,200833.0,204167.0,207335.0,207335.0,204669.0,201633.0,199967.0,199967.0,199967.0,199633.0,199300.0,199167.0,199167.0,202500.0,208000.0,215000.0,218667.0,223000.0,227833.0,231497.0,230830.0,227663.0,227663.0,231997.0,238663.0,244667.0
394486,72,"Columbia, SC",Msa,SC,192274.0,192306.0,196948.0,204898.0,212815.0,219333.0,220952.0,220284.0,218662.0,217076.0,219365.0,220987.0,225089.0,226027.0,227616.0,231146.0,234659.0,237521.0,234628.0,230176.0,225693.0,222513.0,219651.0,217262.0,217262.0,220605.0,224931.0,229512.0,233482.0,236315.0,239381.0,241766.0,241766.0,240985.0,240661.0,242201.0,243725.0,245791.0,249924.0,255100.0,260544.0
394648,73,"Greensboro, NC",Msa,NC,197567.0,201067.0,208733.0,220717.0,230717.0,237083.0,242967.0,249633.0,256300.0,257966.0,254600.0,250233.0,248600.0,251933.0,259933.0,269900.0,279900.0,282933.0,281267.0,274300.0,271267.0,267933.0,265900.0,263233.0,261267.0,260267.0,262633.0,262967.0,269667.0,278333.0,290000.0,296667.0,293333.0,286478.0,275808.0,269142.0,267497.0,268000.0,274663.0,283163.0,292327.0
394304,74,"Akron, OH",Msa,OH,145900.0,143933.0,144633.0,151233.0,159867.0,168167.0,173233.0,172933.0,169300.0,164300.0,159600.0,154900.0,151567.0,151600.0,154967.0,159967.0,166633.0,173267.0,177967.0,177933.0,173967.0,169267.0,163633.0,157600.0,152600.0,152350.0,157350.0,164017.0,171433.0,178133.0,184500.0,187667.0,184333.0,179667.0,171633.0,164967.0,157633.0,155967.0,162600.0,173233.0,181600.0
753906,75,"North Port-Sarasota-Bradenton, FL",Msa,FL,358133.0,359467.0,359800.0,359633.0,361633.0,364840.0,368474.0,367807.0,362933.0,358630.0,354963.0,353297.0,353967.0,356300.0,361300.0,366633.0,372232.0,377199.0,377199.0,374966.0,371000.0,370540.0,372540.0,374873.0,375333.0,375000.0,375000.0,370777.0,367383.0,366380.0,372237.0,376963.0,379300.0,379300.0,379600.0,382567.0,"","","","",""
394798,76,"Little Rock, AR",Msa,AR,167982.0,170429.0,172158.0,174574.0,176746.0,178275.0,178000.0,176440.0,174911.0,175064.0,175094.0,175094.0,174299.0,175064.0,177847.0,182160.0,189043.0,193937.0,197302.0,197302.0,195773.0,194243.0,192393.0,191475.0,190863.0,191184.0,194855.0,198526.0,203114.0,204919.0,206112.0,204582.0,204613.0,205381.0,209190.0,211441.0,213851.0,214411.0,220000.0,225000.0,229966.0
395134,77,"Stockton, CA",Msa,CA,355839.0,357674.0,356150.0,357705.0,358654.0,364876.0,366431.0,365513.0,362387.0,359245.0,357379.0,355839.0,352759.0,351515.0,354315.0,366758.0,382000.0,394443.0,402220.0,408037.0,409904.0,408279.0,407439.0,408839.0,407321.0,405490.0,405334.0,406905.0,408426.0,414648.0,424929.0,436379.0,441356.0,441979.0,440140.0,441338.0,445133.0,458958.0,466633.0,482633.0,489267.0
394457,78,"Charleston, SC",Msa,SC,367643.0,369822.0,373655.0,379793.0,385318.0,388080.0,388233.0,383630.0,377338.0,371246.0,367410.0,364650.0,363990.0,367796.0,376697.0,385137.0,389771.0,391305.0,389449.0,383310.0,375607.0,369761.0,368195.0,367919.0,367796.0,370153.0,376595.0,380401.0,387251.0,392625.0,401553.0,407415.0,410944.0,413935.0,415768.0,419633.0,423130.0,433466.0,445133.0,461636.0,478000.0
395143,79,"Syracuse, NY",Msa,NY,134385.0,135584.0,138627.0,144448.0,147636.0,149099.0,150298.0,151498.0,151527.0,150328.0,149128.0,148806.0,148806.0,150269.0,153487.0,159337.0,165188.0,170161.0,171623.0,170044.0,167733.0,164808.0,163462.0,162292.0,162877.0,165802.0,170161.0,178088.0,185401.0,192714.0,195932.0,197359.0,197388.0,198237.0,197451.0,196633.0,193267.0,199783.0,209783.0,226483.0,236650.0
394484,80,"Colorado Springs, CO",Msa,CO,480997.0,479175.0,474804.0,471383.0,469525.0,456738.0,440710.0,423625.0,414554.0,410912.0,409819.0,409819.0,416531.0,425602.0,440173.0,447996.0,457103.0,462567.0,473495.0,475317.0,474953.0,469488.0,471310.0,469853.0,468068.0,464461.0,469925.0,477578.0,486649.0,490292.0,495389.0,495389.0,489925.0,479324.0,472714.0,470893.0,"","","","",""
395235,81,"Winston-Salem, NC",Msa,NC,209900.0,211567.0,213267.0,216600.0,218267.0,221600.0,230267.0,240300.0,248600.0,249633.0,247633.0,245667.0,245633.0,249300.0,256300.0,265667.0,276348.0,283015.0,285648.0,284133.0,282467.0,280800.0,278720.0,277020.0,275353.0,279900.0,285567.0,288692.0,292025.0,298025.0,306600.0,308393.0,304827.0,298127.0,290333.0,283897.0,282063.0,283397.0,287033.0,287493.0,289126.0
395224,82,"Wichita, KS",Msa,KS,176600.0,182600.0,190933.0,200933.0,206567.0,208233.0,205933.0,202600.0,200300.0,198183.0,193883.0,190217.0,189667.0,193967.0,202267.0,210600.0,219517.0,224700.0,224533.0,221150.0,217000.0,215500.0,213167.0,208133.0,202917.0,201417.0,209617.0,219767.0,234433.0,248410.0,261010.0,264577.0,"","","",228981.0,228300.0,234967.0,244933.0,251600.0,248267.0
395115,83,"Springfield, MA",Msa,MA,242167.0,243753.0,249381.0,257466.0,264929.0,268629.0,268629.0,264276.0,257777.0,251558.0,246893.0,242229.0,239089.0,237534.0,242478.0,251838.0,265519.0,274848.0,278237.0,277926.0,276092.0,273946.0,268038.0,263374.0,260544.0,263654.0,273262.0,285700.0,298418.0,309332.0,318660.0,324879.0,323294.0,321126.0,317292.0,311267.0,304300.0,304333.0,318000.0,340000.0,351667.0
394440,84,"Fort Myers, FL",Msa,FL,253134.0,253162.0,253162.0,253725.0,253697.0,253669.0,253078.0,252825.0,252572.0,252529.0,252529.0,251404.0,250695.0,250695.0,251821.0,252318.0,252318.0,252318.0,251974.0,250849.0,249443.0,249787.0,251165.0,254844.0,257939.0,263311.0,266962.0,267072.0,267326.0,269841.0,274794.0,276228.0,275103.0,274540.0,274540.0,274512.0,"","","","",""
394399,85,"Boise City, ID",Msa,ID,326467.0,343133.0,348300.0,354807.0,356993.0,361993.0,360452.0,354963.0,351612.0,348312.0,344979.0,341630.0,341293.0,345297.0,354730.0,368367.0,381000.0,388233.0,388267.0,384933.0,379967.0,373967.0,370333.0,368633.0,372900.0,379833.0,388863.0,393930.0,397326.0,403330.0,413330.0,422300.0,428747.0,433249.0,444279.0,452099.0,460260.0,468563.0,482630.0,505963.0,531327.0
395160,86,"Toledo, OH",Msa,OH,126933.0,125600.0,130133.0,136800.0,144800.0,148267.0,149900.0,147767.0,145467.0,143167.0,141967.0,140933.0,139900.0,141017.0,148883.0,160583.0,174500.0,181667.0,183300.0,179433.0,172767.0,167767.0,163267.0,161567.0,159900.0,159900.0,161567.0,166600.0,179267.0,190933.0,201267.0,208633.0,208666.0,206633.0,193266.0,185600.0,178933.0,185600.0,189900.0,191567.0,186600.0
